province;red;green;blue;name;x;
3021;107;220;193;Taldoren;;
3022;226;53;206;Bluegill_Marsh;;
3023;102;57;188;Black_Channel_Marsh;;
3024;168;182;83;Saltspray_Glen;;
3025;26;106;36;Whitegill_Den;;
3026;205;36;150;Wetlands_Crossing;;
3027;108;30;162;Garmasons_Camp;;
3028;228;34;41;Green_Caravan;;
3029;223;220;77;Stonewrought_Dam;;
3030;26;147;166;Stonesplinter_Camp;;
3031;112;21;236;Ratlands;;
3032;207;162;195;Loch_Modan_Wildlands;;
3033;230;192;112;Ironbands_Camp;;
3034;237;155;120;The_Loch_Shallow;;
3035;88;118;91;Frostmane_Tunnels;;
3036;14;18;66;Central_Gnomeregan;;
3037;221;225;138;The_Hanger;;
3038;139;55;2;The_Workshop;;
3039;67;246;107;The_Gnome_Gate;;
3040;128;38;73;Test_Field;;
3041;103;36;203;Frostmane_Village;;
3042;15;66;83;Frostmane_Caves;;
3043;22;135;157;Coldbase;;
3044;208;242;77;Middlecamp;;
3045;101;137;106;Frostmane_Camp;;
3046;81;102;181;Anvil_Mountains;;
3047;196;7;204;Arathi_Basin;;
3048;98;110;202;Military_Ward;;
3049;212;233;129;Tinker_Town;;
3050;206;207;194;Hall_of_Explorers;;
3051;103;136;40;Mystic_Ward;;
3052;226;156;48;The_Gates_of_Ironforge;;
3053;217;4;60;Helms_Camp;;
3054;45;153;51;Blackrock_Stronghold;;
3055;232;69;133;Black_Tooth_Watch;;
3056;16;74;96;Slither_Rock;;
3057;166;90;74;Blackrock_Spire;;
3058;164;93;148;Night_Web_Hollow;;
3059;115;254;170;Northern_Vandermar;;
3060;69;193;3;Dun_Baldar;;
3061;208;154;194;Frostwolf_Keep;;
3062;35;13;244;Field_of_Strife;;
3063;0;65;58;Iceblood_Garrison;;
3064;228;199;60;Stonehearth_Outpost;;
3065;5;40;67;Snowfall;;
3066;219;166;10;Chillwind_Ridge;;
3067;207;25;66;Western_Cave;;
3068;104;197;136;Gray_Shore;;
3069;143;79;177;Taelans_Tower;;
3070;190;64;131;West_Lands;;
3071;200;60;48;Blank;;
3072;215;65;112;Tyrs_Foreground;;
3073;35;19;108;Lights_Point;;
3074;42;139;126;Kings_Wood;;
3075;75;22;78;Fields_of_Stratholme;;
3076;27;75;200;Bay_of_Uldum;;
3077;169;94;148;Mandokirs_Domain;;
3078;169;94;168;Cache_of_Madness;;
3079;169;94;188;Bethekks_Domain;;
3080;169;94;208;Zulgurub_Entrance;;
3081;169;94;228;Zulgurub_Lake;;
3082;33;100;200;Blank;;
3083;33;101;200;Blank;;
3084;33;102;200;Blank;;
3085;33;103;200;Blank;;
3086;200;81;77;Blank;;
3087;171;94;234;Blank;;
3088;171;94;235;Blank;;
3089;171;94;236;Blank;;
3090;171;95;237;Blank;;
3091;53;100;0;Rotten_Islet;;
3092;53;110;0;Fetid_Cay;;
3093;53;120;0;Stinking_Isle;;
3094;53;130;0;Putrid_Rock;;
3095;53;140;0;Rank_Isle;;
3096;53;150;0;Kalo;;
3097;53;160;0;Sharika;;
3098;53;170;0;Yolla;;
3099;53;180;0;Isle_of_Snakes;;
3100;53;190;0;Pamino_Isle;;
3101;53;200;0;Rakqee;;
3102;54;100;0;Azlongo;;
3103;54;110;0;Isle_of_Mantoom;;
3104;54;120;0;Daarun;;
3105;54;130;0;Kriljin;;
3106;54;140;0;Kragkrag_Toll;;
3107;54;150;0;Fuzim_Outpost;;
3108;54;160;0;Ralkara;;
3109;54;170;0;Zulhulg;;
3110;54;180;0;Sladbo;;
3111;54;190;0;Galvorsh;;
3112;54;200;0;Jinzakk;;
3113;55;100;0;Mojiakk_Cove;;
3114;55;110;0;Shrine_of_Kraggree;;
3115;55;120;0;Ongobars_Hideaway;;
3116;55;130;0;Isle_of_Batju;;
3117;55;140;0;Jiarrak;;
3118;55;150;0;Galakk;;
3119;55;160;0;Barkot_Thicket;;
3120;55;170;0;Fungal_Morass;;
3121;55;180;0;Forbidding_Cay;;
3122;55;190;0;Isle_of_Bogs;;
3123;55;200;0;Kolongo_Post;;
3124;56;100;0;Ashbimo_Hold;;
3125;56;110;0;Lonbimo_Shrines;;
3126;56;120;0;Darahfu;;
3127;56;130;0;Lodaa;;
3128;56;140;0;Borabi_Crater;;
3129;56;150;0;Galkara_Pits;;
3130;56;160;0;Altar_of_Guthma;;
3131;56;170;0;Tajin_Flow;;
3132;56;180;0;Zalrenn_Thicket;;
3133;56;190;0;Dark_Morass;;
3134;56;200;0;Grim_Point;;
3135;57;100;0;Zalzun_Post;;
3136;57;110;0;Shrine_of_Vexaz;;
3137;57;120;0;Corrupted_Morass;;
3138;57;130;0;Slithering_Bush;;
3139;57;140;0;Ongochu;;
3140;57;150;0;Vorshka_Hold;;
3141;57;160;0;Tomb_of_Battok;;
3142;57;170;0;Gashakk;;
3143;57;180;0;Altar_of_Kojai;;
3144;57;190;0;Jinfu_Point;;
3145;81;102;83;RNW;;
3146;81;102;84;RNW;Blackrock Caverns;
3147;81;102;85;RNW;Molten Core;
3148;81;102;86;RNW;Blackwing Descen;
3149;81;102;87;RNW;Therazane's Throne;
3150;81;102;88;RNW;Crimson Expanse;
3151;81;102;89;RNW;Quaking Fields;
3152;81;102;90;RNW;Needlerock;
3153;81;102;183;RNW;Temple Gates;
3154;82;30;30;Blackrock_Caverns;;
3155;82;10;10;Molten_Core;;
3156;82;20;20;Blackwing_Descent;;
3157;83;20;20;Therazanes_Throne;;
3158;83;40;40;Crimson_Expanse;;
3159;83;60;60;The_Quaking_Fields;;
3160;83;80;80;Stonehearth;;
3161;201;101;101;Temple_Complex;;
3162;201;111;111;Hives_of_Krevor;;
3163;201;121;121;The_Ritual_Grounds;;
3164;184;132;99;Valley_of_Strength;;
3165;202;21;21;Valley_of_Spirits;;
3166;202;31;31;Valley_of_Wisdom;;
3167;202;41;41;Valley_of_Honor;;
3168;1;221;221;Warriors_Terrace;;
3169;51;221;221;Cenarion_Enclave;;
3170;101;221;221;Temple_Gardens;;
3171;51;91;131;Kelpthar_Forest;;
3172;61;101;141;Shimmering_Grotto;;
3173;71;111;151;Nespirahs_Fields;;
3174;81;121;161;Ruins_of_Vashjir;;
3175;91;131;171;Abyssal_Maw;;
3176;101;141;181;Coral_Reefs;;
3177;111;151;191;Lghoreks_Fields;;
3178;122;59;184;Crumbled_Palace;;
3179;132;15;208;Southern_Oceanus_Cove;;
3180;99;194;165;Crescent_Vale;;
3181;61;194;175;Upper_Andutalah;;
3182;100;128;93;The_Nighthold;;
3183;225;121;71;Astravar_Harbor;;
3184;225;121;72;Skold_Ashil;;
3185;133;103;123;Morheim;;
3186;125;105;185;The_Runewood;;
3187;0;200;170;Bloodhunt_Highland;;
3188;0;200;180;Cordanas_Apex;;
3189;0;205;185;Crystal_Fissure;;
3190;0;195;185;Candlerock;;
3191;11;171;171;Neltharions_Lair;;
3192;255;255;1;Murkloc_Cave;;
3193;71;101;151;Hyjal;;
3194;71;101;131;Verdant_Path;;
3195;71;101;111;Tranquil_Grove;;
3196;71;101;171;Edunel;;
3197;71;101;99;Verdant_Thicket;;
3198;71;101;31;Lightning_Ledge;;
3199;21;191;1;Twilight_Fields;;
3200;21;191;31;Spirit_Fields;;
3201;71;101;191;Ashen_Lake;;
3202;71;101;1;Ashen_Path;;
3203;21;191;51;Scorched_Path;;
3204;21;191;71;Winter_Pass;;
3205;71;101;51;Maw_of_Lycanthoth;;
3206;71;101;71;Wolfs_Run;;
3207;48;105;85;Whispering_Reef;;
3208;73;129;152;Fangscarred_Rise;;
3209;127;171;121;Lime_Ridge;;
3210;60;168;118;Windswept_Gully;;
3211;45;147;32;Ledge_of_Serenity;;
3212;146;49;49;Makers_Run;;
3213;139;161;65;Zouchin_Ruins;;
3214;190;214;114;Path_of_Conquerors;;
3215;57;151;146;Southwind_Passages;;
3216;78;205;114;Sahket_Rise;;
3217;168;182;45;Golakka_Passages;;
3218;203;119;28;Writhing_Borehole;;
3219;55;153;101;Qiraji_Passage;;
3220;179;113;119;The_Lower_Spire;;
3221;169;113;119;Halls_of_Reflection;;
3222;159;113;119;The_Plagueworks;;
3223;132;188;180;Frozen_Passage;;
3224;155;188;180;Hall_of_Archavon;;
3225;165;188;180;Forge_of_Souls;;
3226;175;188;180;The_Crimson_Hall;;
3227;142;188;180;The_Frostwing_Halls;;
3228;235;125;200;Ymirheim_Market;;
3229;245;125;200;Ymirheim_Settlement;;
3230;166;228;233;Western_Rise;;
3231;155;72;137;Valiance_Support_Camp;;
3232;197;90;192;Icemist_Village_Outskirts;;
3233;67;64;0;Yumua_Coast;;
3234;50;112;255;Fallenclaw_Bluffs;;
3235;80;140;0;Snowfur_Gounds;;
3236;70;140;0;Snowfur_Fields;;
3237;90;140;0;Snowfur_Coast;;
3238;130;152;88;Western_Tundra_of_Skorn;;
3239;54;156;128;Vengeance_Outskirts;;
3240;94;156;128;Vengeance_Advance;;
3241;210;134;0;Wyrmrest_Temple_Top_Floor;;
3242;200;134;0;Ruby_Sanctum;;
3243;180;134;0;Emerald_Sanctum;;
3244;170;134;0;Bronze_Sanctum;;
3245;160;134;0;Azure_Sanctum;;
3246;220;134;0;North_Chamber_of_Aspects;;
3247;230;134;0;South_Chamber_of_Aspects;;
3248;197;94;0;Agmars_Hammer_Outpost;;
3249;177;94;0;Agmars_Hammer_Barracks;;
3250;198;126;64;North_Azure_Dragonshrine;;
3251;51;124;0;North_Ruby_Dragonshrine;;
3252;199;122;255;Obsidian_Dragonshrine_Nests;;
3253;209;122;255;Obsidian_Dragonshrine_Fields;;
3254;73;102;94;Bronze_Dragonshrine_Entrance;;
3255;110;103;174;South_Dragons_Fall;;
3256;244;24;40;The_Conflagration;;
3257;245;223;0;Sindragosas_Fall_Nest;;
3258;75;205;72;End_of_The_Valley_of_Lost_Hope;;
3259;67;205;72;Start_of_The_Valley_of_Lost_Hope;;
3260;87;205;72;The_Valley_of_Lost_Hope_Battlefield;;
3261;71;81;192;West_Sindragosas_Peaks;;
3262;147;34;114;Fjorns_Anvil;;
3263;142;59;76;Temple_of_Life;;
3264;156;124;63;Accursed_Beach;;
3265;215;224;174;Temple_Outskirts;;
3266;119;59;224;Makers_Approach;;
3267;167;159;97;Gnarlpine_Hidden_Lake;;
3268;68;80;192;West_Point_Station;;
3269;176;82;255;Taunkale_Village_Outskirts;;
3270;116;255;234;Feeding_Grounds;;
3271;106;255;234;Mightstone_Quarry;;
3272;136;66;103;Bloodstrewn_Grasslands;;
3273;96;184;100;Bloodspore_Plains;;
3274;175;74;0;Magmoth;;
3275;180;203;133;The_Borean_Wall;;
3276;166;86;64;Spire_of_Pain;;
3277;156;86;64;Spire_of_Blood;;
3278;196;86;64;Spire_of_Decay;;
3279;230;209;229;Dalarans_Sunreaver_Sanctuary;;
3280;220;209;229;Dalarans_Silver_Enclave;;
3281;240;209;229;Dalarans_Violet_Citadel;;
3282;245;126;11;Ruins_of_Shandaral;;
3283;253;126;11;Ruins_of_Shandaral_Pathway;;
3284;125;18;67;South_Forlorn_Woods;;
3285;200;231;178;Great_Tree;;
3286;100;4;51;The_Decrepit_Flow_River;;
3287;108;9;57;The_Decrepit_Flow_Lake;;
3288;7;33;135;Windrunner_Overlook_Ramparts;;
3289;15;33;135;Windrunner_Overlook_Entrance;;
3290;255;25;111;Sunreavers_Command_Ramparts;;
3291;200;25;111;Sunreavers_Command_Entrance;;
3292;180;138;128;Zebhalak_Outskirts;;
3293;190;138;128;Silverbrook_Outskirts;;
3294;76;152;147;South_Heartwood;;
3295;106;225;166;Vordrassils_Heart_Periphery;;
3296;53;148;128;Forests_Edge_Post_Entrance;;
3297;43;152;255;Vordrassil_Pass;;
3298;53;152;255;Ruunas_Camp;;
3299;100;178;109;Solstice_Outskirts;;
3300;110;178;109;Solstice_farms;;
3301;73;156;64;Westfall_Bridage_Outpost;;
3302;74;32;192;Camp_Oneqwah_Forest;;
3303;175;34;255;The_Broken_Bluffs;;
3304;165;34;255;The_Broken_Bluffs_Mount_Path;;
3305;201;158;128;West_Dun_Argol;;
3306;43;36;0;Thor_Modan_Entrance;;
3307;53;36;0;Thor_Modan_Workshops;;
3308;74;36;0;Thor_Modan_Blacksmiths;;
3309;75;152;112;Drakiljin_Port_Ruins;;
3310;48;92;192;Gundrak_Entrance;;
3311;58;92;192;Cave_of_MamToth;;
3312;78;92;192;Left_Side_Tomb_of_The_Ancients;;
3313;98;92;192;Right_Side_Tomb_of_The_Ancients;;
3314;88;92;192;Ritual_Chamber_of_Akali;;
3315;57;80;128;Altar_of_Quetzlun_Upper_Stairs;;
3316;77;80;128;Altar_of_Quetzlun_Lower_Stairs;;
3317;205;78;64;East_Side_of_Altar_of_Rhunok;;
3318;170;255;75;DrakMabwa_Fields;;
3319;67;76;0;Zimtorga_Pass;;
3320;194;66;0;Altar_of_Harkoa_Pass;;
3321;57;255;73;Pools_of_JinAlai_Pass;;
3322;183;54;255;East_Side_Altar_of_Sseratus;;
3323;170;145;59;DrakSotra_Fields_Entrance;;
3324;176;86;64;Temple_City_of_Enkilah_Interior;;
3325;155;221;221;Craftsmens_Terrace;;
3326;190;221;221;Tradesmens_Terrace;;
3327;39;221;221;Darnassus_Gate;;
3328;147;38;198;Ruttheran_Village;;
3329;198;159;97;Pools_of_Arlithrien;;
3330;198;38;198;Ruttheran_Path_I;;
3331;170;38;198;Ruttheran_Path_II;;
3332;217;38;198;Ruttheran_Path_III;;
3333;232;159;97;Dolanaar_Path;;
3334;190;229;85;Banethil_Hollow;;
3335;205;229;85;Fel_Rock;;
3336;81;217;155;Wellspring_Lake;;
3337;113;217;155;Wellspring_River;;
3338;47;217;155;Darnassus_Outskirts;;
3339;221;235;137;Starbreeze_Path;;
3340;31;135;1;Aldrassil;;
3341;61;135;1;Shadowthread_Cave;;
3342;71;135;1;Shadowglen_Forest;;
3343;58;170;76;Nidavelir;;
3344;136;150;231;Seat_of_Naaru;;
3345;116;150;231;The_Crystal_Hole;;
3346;16;150;231;The_Vault_of_Lights;;
3347;43;150;231;Trader_Tier;;
3348;116;248;108;Valaars_Berth;;
3349;158;248;26;Tides_Hollow;;
3350;184;115;219;Pod_Cluster;;
3351;174;248;108;Exodar_Stables;;
3352;232;248;141;Pod_Wreckage;;
3353;155;248;141;Azure_Watch_Pathway;;
3354;201;248;141;Moongraze_Woods;;
3355;252;162;246;Menagerie_Wreckage;;
3356;136;217;132;Azure_Lakes;;
3357;232;161;138;Stillpine_Hold_Woods;;
3358;55;217;132;Azure_Watch_Outskirts;;
3359;0;148;24;The_Vector_Coil_Lakes;;
3360;192;68;80;The_Foul_Pool;;
3361;165;41;2;The_Bloodwash;;
3362;157;83;209;Veridian_Point;;
3363;167;83;209;Talon_Stand;;
3364;80;107;196;Blood_Watch_Entrance;;
3365;24;90;30;The_Crismon_Reach;;
3366;100;107;160;Ragefeather_Shore;;
3367;34;90;30;LorethAran_Woods;;
3368;118;45;219;Nazzivian_Outskirts;;
3369;101;153;74;West_Beryl_Coast;;
3370;70;107;239;East_Beryl_Coast;;
3371;45;153;102;Bristlelimb_Enclave_Outskirts;;
3372;208;241;196;Wrathscale_Woods;;
3373;145;188;13;Moonwing_Den;;
3374;165;188;13;Traitors_Cove;;
3375;200;60;42;Blank;;
3376;200;70;42;Blank;;
3377;200;80;42;Blank;;
3378;200;90;42;Blank;;
3379;200;100;42;Blank;;
3380;200;50;43;Blank;;
3381;200;60;43;Blank;;
3382;200;70;43;Blank;;
3383;200;80;43;Blank;;
3384;200;90;43;Blank;;
3385;200;100;43;Blank;;
3386;200;50;44;Blank;;
3387;200;60;44;Blank;;
3388;200;70;44;Blank;;
3389;200;80;44;Blank;;
3390;200;90;44;Blank;;
3391;200;100;44;Blank;;
3392;200;50;45;Blank;;
3393;200;60;45;Blank;;
3394;200;70;45;Blank;;
3395;202;11;11;Orgrimmar_Main_Gate;;
3396;202;51;51;Orgrimmar_West_Gate;;
3397;202;81;81;Orgrimmar_North_Gate;;
3398;202;71;71;The_Drag;;
3399;202;61;61;Cleft_of_Shadows;;
3400;173;157;81;Orgrimmar_Port;;
3401;58;219;4;Rustbucket_Point;;
3402;38;219;4;The_Den;;
3403;163;57;201;Northwatch_Foothold;;
3404;133;57;201;Senjin_Outskirts;;
3405;122;34;116;North_Echo_Isles;;
3406;13;123;51;Tiragarde_Shore;;
3407;112;157;94;Razorwater_Burn;;
3408;78;66;154;Razormane_Expanse;;
3409;203;157;81;Jaggedswine_Farm;;
3410;153;204;180;Drygulch_Pathway;;
3411;107;23;71;Brambleblade_Ravine;;
3412;167;23;71;The_Battleboar_Pen;;
3413;147;23;71;The_Thornsnarl;;
3414;127;23;71;Camp_Narache_Invasion_Point_;;
3415;187;23;71;Thornsnarl_Lake;;
3416;106;11;252;Thornmantles_Hideout;;
3417;46;11;252;Fargaze_Mesa;;
3418;220;100;238;Winterhoof_Well_Pass;;
3419;105;23;52;Great_Gate_fields;;
3420;111;174;136;Redroot_Plains;;
3421;79;14;142;Thunderhorn_Plains;;
3422;191;173;36;Baeldun_Campsite;;
3423;214;73;46;Spirit_Rise;;
3424;254;73;46;Hunter_Rise;;
3425;224;73;46;Elder_Rise;;
3426;244;73;46;Thunderhorn_Grounds;;
3427;54;209;8;Wildmane_Camp;;
3428;225;134;203;The_Venture_Co_Campsite;;
3429;125;23;52;Great_Plains_Extension;;
3430;200;80;45;Blank;;
3431;200;90;45;Blank;;
3432;200;100;45;Blank;;
3433;200;50;46;Blank;;
3434;241;168;121;Stonespire_Camp;;
3435;181;253;188;Fort_Triumph;;
3436;201;253;188;Desolation_Triumph_Fire_Zone_I;;
3437;79;187;92;Taurajo_Plains;;
3438;19;187;92;Desolation_Triumph_Fire_Zone_II;;
3439;59;187;92;Fort_Triumph_Pass;;
3440;4;175;10;Agamagor;;
3441;14;175;10;Taurajo_Crossroads;;
3442;199;240;180;Forward_Command_Defensive_Line_I;;
3443;239;240;180;Forward_Command_Expanse;;
3444;189;240;180;Forward_Command_Defensive_Line_II;;
3445;64;175;10;Overgrowth_South_Expanse;;
3446;91;136;4;Overgrowth_West_Expanse;;
3447;94;175;10;Overgrowth_East_Expanse;;
3448;71;136;4;Agamagor_Barren;;
3449;190;224;56;Forward_Command_Path_I;;
3450;114;131;160;Forward_Command_Path_II;;
3451;185;253;178;Honors_Stand_Outskirts;;
3452;253;83;252;Hunters_Hill_South_Entrance;;
3453;228;212;93;Dry_Hills_Expance;;
3454;37;156;56;Forgotten_Pools_Path;;
3455;57;156;56;Forgotten_Pools_Fields;;
3456;122;136;27;Winding_Chasm;;
3457;102;136;27;Crag_of_the_Everling;;
3458;142;136;27;Screaming_Gully;;
3459;162;136;27;Pit_of_Fang;;
3460;82;136;27;Dreamers_Rock;;
3461;92;4;127;Ratchets_Barrens;;
3462;132;4;127;Ratchets_Settlement;;
3463;117;98;46;Fray_Island;;
3464;22;161;233;The_Crossroads_II;;
3465;42;161;233;The_Crossroads_III;;
3466;208;212;93;Dreadmist_Peak;;
3467;97;224;165;Far_Watch_Barren_Path;;
3468;97;149;165;Redrock_Passage;;
3469;77;149;165;Thunderfury_Overlook;;
3470;57;149;165;Dustwatch_Post;;
3471;137;149;165;Boulder_Lode_Campsite;;
3472;92;154;84;The_Sludge_Barrens;;
3473;104;154;44;Groldom_Barren;;
3474;217;25;221;Lushwater_Barren;;
3475;84;154;44;The_Morshan_Rampart_II;;
3476;200;60;46;Blank;;
3477;143;6;203;Theramore_Port;;
3478;123;6;203;Theramore_Citadel;;
3479;183;6;203;Theramorean_Islands;;
3480;180;57;14;Copper_Arachnodrone;;
3481;160;57;14;Silver_Arachnodrone;;
3482;170;57;14;Gold_Arachnodrone_Tower;;
3483;159;91;69;Wyrmtail_North;;
3484;169;91;69;Wyrmtail_South;;
3485;109;91;69;Tidefury_Cove_I;;
3486;129;91;69;Tidefury_Cove_II;;
3487;149;91;69;Emberstrifes_Den;;
3488;209;91;69;Onyxias_Lair_Entrance;;
3489;219;91;69;Onyxias_Nest_Path;;
3490;239;91;69;Onyxias_Eggs_I;;
3491;249;91;69;Onyxias_Eggs_II;;
3492;229;91;69;Onyxias_Nest;;
3493;203;6;203;Dustwallow_Coast_I;;
3494;223;6;203;Dustwallow_Coast_II;;
3495;243;6;203;Dustwallow_Coast_III;;
3496;52;86;30;The_Den_of_Flame;;
3497;32;86;30;Bloodfen_Burrow;;
3498;159;24;151;The_Dragonmurk;;
3499;179;24;151;Nats_Landing;;
3500;29;189;163;Tabethas_Farm;;
3501;69;189;163;Stonemaul_Marsh_I;;
3502;49;189;163;Stonemaul_Marsh_II;;
3503;237;226;57;Lost_Point;;
3504;235;29;33;North_Point_Post;;
3505;96;46;113;Bluefen_;;
3506;185;91;0;Darkmist_Cavern;;
3507;55;46;113;Blackhoof_Village_Swamps_I;;
3508;115;46;113;Blackhoof_Village_Swamps_II;;
3509;145;91;0;Brackenwall_Village_Swamps;;
3510;162;201;77;Dustwallow_Bay;;
3511;100;149;170;Dreadmurk_Islands_I;;
3512;80;149;170;Dreadmurk_Islands_II;;
3513;217;226;57;Lost_Point_Marsh;;
3514;0;200;200;Virsar_Lake;;
3515;10;200;200;Marshy_Pools;;
3516;20;200;200;Golakka_Lakes;;
3517;30;200;200;Lakkari_Pools;;
3518;40;200;200;Darkmist_Lake;;
3519;50;200;200;Wild_Waters;;
3520;60;200;200;Razorfen_Pools;;
3521;70;200;200;Dustwallow_Waters;;
3522;80;200;200;Lake_Mulgore;;
3523;90;200;200;Jademir_Lake;;
3524;100;200;200;Shadowbreak_Pools;;
3525;0;205;200;Gelkis_Pools;;
3526;10;205;200;Kormak_Lake;;
3527;20;205;200;Mirkfallon_Lake;;
3528;30;205;200;Cragpool_Lake;;
3529;40;205;200;Stardust_Waters;;
3530;50;205;200;Astranaar_Pools;;
3531;60;205;200;Iris_Lake;;
3532;70;205;200;Silverwing_Waters;;
3533;80;205;200;Bloodtooth_Pools;;
3534;90;205;200;Silverwing_Lake;;
3535;100;205;200;Hyjal_Downflow;;
3536;0;210;200;Blank;;
3537;10;210;200;Overgrown_Lake;;
3538;20;210;200;Lake_Mennar;;
3539;30;210;200;Sanctuary_Flow;;
3540;40;210;200;Lake_of_Aessina;;
3541;50;210;200;Bloodvenom_Pools;;
3542;60;210;200;Verdant_Flow;;
3543;70;210;200;Nordrassil_Pools;;
3544;80;210;200;Irontree_Lake;;
3545;90;210;200;Lake_Keltheril;;
3546;100;210;200;Blank;;
3547;0;215;200;Moonglade_Lake;;
3548;10;215;200;Moonlit_Lake;;
3549;20;215;200;Cliffspring_Lake;;
3550;30;215;200;Bashalaran_Lake;;
3551;40;215;200;Twilight_Flow;;
3552;50;215;200;Lake_AlAmeth;;
3553;60;215;200;Blank;;
3554;70;215;200;Azure_Lake;;
3555;80;215;200;Kumuya_Lake;;
3556;90;215;200;Geyser_Lake;;
3557;100;215;200;Steaming_Pools;;
3558;0;220;200;Deathtouched_Lake;;
3559;10;220;200;Suntouched_Lake;;
3560;20;220;200;Bittertide_Lake;;
3561;30;220;200;Frenzyheart_Lake;;
3562;40;220;200;Wildgrowth_Waters;;
3563;50;220;200;Raintouched_Waters;;
3564;60;220;200;Lifeblood_Lake;;
3565;70;220;200;Sapphire_Lake;;
3566;80;220;200;Moonrest_Lake;;
3567;90;220;200;Indule_Waters;;
3568;100;220;200;Rageclaw_Waters;;
3569;0;225;200;Rageclaw_Lake;;
3570;10;225;200;Lake_of_Gjalerbron;;
3571;20;225;200;Wildervar_Lake;;
3572;30;225;200;Blank;;
3573;40;225;200;Utgarde_Lake;;
3574;50;225;200;Blank;;
3575;60;225;200;Blank;;
3576;70;225;200;Blank;;
3577;80;225;200;Blank;;
3578;90;225;200;Blank;;
3579;100;225;200;Blank;;
3580;0;230;200;Blank;;
3581;10;230;200;Blank;;
3582;20;230;200;Skittering_Lake;;
3583;30;230;200;Black_Ox_Lake;;
3584;40;230;200;Lake_of_Stars;;
3585;50;230;200;Lake_of_the_Red_Crane;;
3586;60;230;200;Crane_Wing_Lake;;
3587;70;230;200;Stormstout_Lake;;
3588;80;230;200;Thunder_Lake;;
3589;90;230;200;Silken_Lake;;
3590;100;230;200;Pools_of_Purity;;
3591;0;235;200;Pawdon_Lake;;
3592;10;235;200;Shrouded_Lake;;
3593;20;235;200;Pearlfin_Lake;;
3594;30;235;200;Jade_Waters;;
3595;40;235;200;Blank;;
3596;50;235;200;Brightwater_Lake;;
3597;60;235;200;Lake_of_Tirisfal;;
3598;70;235;200;Fenris_Lake;;
3599;80;235;200;Emberstone_Lake;;
3600;90;235;200;Lake_of_Thasalah;;
3601;100;235;200;Lake_of_Stratholme;;
3602;0;240;200;Darrow_Waters;;
3603;10;240;200;Eastwatch_Pools;;
3604;20;240;200;Corins_Depths;;
3605;30;240;200;Skulk_Nadir;;
3606;40;240;200;Aerie_Pools;;
3607;50;240;200;Highvale_Waters;;
3608;60;240;200;Lake_Jintha;;
3609;70;240;200;Witherbark_Pools;;
3610;80;240;200;Blank;;
3611;90;240;200;Blank;;
3612;100;240;200;Loch_Modan;;
3613;0;245;200;Helms_Lake;;
3614;10;245;200;Amberstill_Lake;;
3615;20;245;200;Shimmer_Lake;;
3616;30;245;200;Anvilmar_Pools;;
3617;40;245;200;Northshire_Cleft;;
3618;50;245;200;Redridge_Lake;;
3619;60;245;200;Cairn_Pools;;
3620;70;245;200;Goldshire_Pools;;
3621;80;245;200;Crystal_Lake;;
3622;90;245;200;Blank;;
3623;100;245;200;Blank;;
3624;0;250;200;Lake_of_ZulGurub;;
3625;10;250;200;Tainted_Cleft;;
3626;20;250;200;Blank;;
3627;30;250;200;Moonbrook_Lake;;
3628;40;250;200;Sunspring_Pools;;
3629;50;250;200;Lake_of_the_Elements;;
3630;60;250;200;Shattrathi_Shallows;;
3631;70;250;200;Bonechewer_Pools;;
3632;80;250;200;Lake_of_Feathers;;
3633;90;250;200;Deathtouched_Lake;;
3634;237;24;20;Stonetalon_Peaks_Path;;
3635;227;89;91;The_Fold_Pass;;
3636;32;27;60;Sludgewerks_Woods;;
3637;41;10;231;Sludgewerks_Mines;;
3638;61;10;231;Sludgewerks_Mines_Path;;
3639;48;219;234;Windshear_Path_I;;
3640;187;24;0;Windshear_Path_II;;
3641;207;24;0;Krogmar_Hold_Fields;;
3642;205;29;182;Webwinder_Hollow;;
3643;245;29;182;Boulderslide_Path;;
3644;255;29;182;Webwinder_Hollow_Exit;;
3645;175;85;40;Ruins_of_EldeThar;;
3646;215;85;40;EldeThar_Path_I;;
3647;195;85;40;EldeThar_Path_II;;
3648;142;168;84;Sun_Rock_Path;;
3649;181;29;241;Sunburned_Trail_End;;
3650;231;29;241;Sunburned_Trail_Start;;
3651;123;175;45;ThalDarah_Path_I;;
3652;63;175;45;ThalDarah_Path_II;;
3653;103;175;45;ThalDarah_Entrance;;
3654;61;229;227;Stonetalon_Peak_Settlement;;
3655;41;229;227;Stonetalon_Peak_Barracks;;
3656;157;185;214;Stonetalon_Peak_Caves;;
3657;174;122;173;ThalDarah_Grove_Trail;;
3658;122;168;84;Farwatchers_Glen_Trail;;
3659;146;139;34;Burnt_Plains_Entrance;;
3660;166;139;34;The_Charred_Vale;;
3661;206;139;34;The_Charred_Vale_Cliffs;;
3662;83;175;45;ThalDarah;;
3663;50;100;30;Zaetars_Grave;;
3664;50;110;30;Vyletounge_Seat;;
3665;50;120;30;Valley_of_Spears;;
3666;50;130;30;Foulspor_Cavern;;
3667;50;140;30;Maraudon;;
3668;50;150;30;Sargeron_Temple_District;;
3669;50;160;30;Gelkis_Canyon;;
3670;50;170;30;Mannoroc_Coven;;
3671;50;180;30;Valley_of_Strength_Entrance;;
3672;50;190;30;Bones_End;;
3673;50;200;30;Bones_Caves;;
3674;52;100;30;Valley_of_Bones;;
